"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Curacao","CUW","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0861206054688","97.8902969360352","99.1453018188477","99.1666717529297","","99.6015930175781","98.8142318725586","97.2027969360352","95.8208999633789","95.7928771972656","","","94.8484802246094","97.0297012329102","88.1188125610352","","","","","100","","100","","","",
"Chipre","CYP","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","",
"República Checa","CZE","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Alemania","DEU","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0988693237305","","80.3258895874023","100","","100","","96.0043182373047","","100","","","100","","","","","",
"Dominica","DMA","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.9802589416504","64.6179428100586","61.1021118164062","60.1018714904785","60.363639831543","63.5838203430176","59.9229316711426","64.2166290283203","61.1222381591797","59.4000015258789","57.8431396484375","60.8267707824707","57.7299385070801","60.6589088439941","65.2173919677734","64.814811706543","64.4981384277344","65.7142868041992","","","62.8571395874023","57.5","61.8691596984863","","",
"Dinamarca","DNK","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Dominicana","DOM","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.909538269043","","","79.3146820068359","","","88.2693634033203","88.3256072998047","88.2701263427734","89.2138366699219","83.610710144043","84.8571166992188","84.8496017456055","85.0539398193359","81.2660293579102","81.2663192749023","87.3025207519531","87.3012390136719","94.8607711791992","94.8541870117188","94.8561401367188","94.8574066162109","100","","",
"Argelia","DZA","Maestros capacitados en educación de nivel primario (% del total de maestros)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.728141784668","94.6377334594727","95.6770172119141","97.1265411376953","97.9197616577148","98.3455963134766","98.5262832641602","99.267219543457","98.8581466674805","","","","","","","100","100","","","","","","98.1494293212891","95.5545501708984","",
